item_id,domain,group,standards,item_information,prompt,option_a,option_b,option_c,correct,stem_graphic,answer_choice_a_graphic,answer_choice_b_graphic,answer_choice_c_graphic,location,stem_sm,option_a_sm,option_b_sm,option_c_sm,audio_intro,audio_stem,audio_a,audio_b,audio_c,x2014_15,x2015_16,x2016_17,x2017_18,x2018_19,diff15,diff16,diff17,diff18
S05PHS1.1M27,NA,5,S05PHS1.1,"M - Here is a dog. (Point to the dog.) Which shows a smaller part of the dog: head, ball or arm?",Which shows a smaller part of the dog?,head,ball,arm,a,Dog6.ai,Dog_Head.ai,Ball_Stars1.ai,Arm1.ai,Animals/Misc./People,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M28,NA,5,S05PHS1.1,"M - Here is a microwave. (Point to the microwave.) Which is part of the microwave: start button, popcorn, or pencil?",Which is part of the microwave?,start button,popcorn,pencil,a,Microwave1.ai,Microwave2.ai,Pop_Corn.ai,Pencil1.ai,Household Objects/Food/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.1M29,NA,5,S05PHS1.1,"M - Here is a fishing pole. (Point to the fishing pole) Which is part of the fishing pole: net, tree, or reel?",Which is part of the fishing pole?,net,tree,reel,c,Fishing1.ai,Net.ai,Tree1.ai,Fishing2.ai,Sports/Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H15,NA,5,S05PHS1.2,"H - Here is a bar graph. (Point to prompt.) Which weighs the most: A, B, or C?",Which weighs the most?,A,B,C,a,BarGraph_Weight_oz_.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S05PHS1.2H16,NA,5,S05PHS1.2,"H - Here is a bar graph. (Point to graph.) Which weighs the least: A, B, or C?",Which weighs the least?,A,B,C,b,BarGraph_Weight_oz_.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H22,NA,5,S05PHS1.2,"H - Here are three objects. (Point to answer choices.) Which is heaviest: rain drop, cloud, or iceberg?",Which is heaviest?,rain drop,cloud,iceberg,c,NA,Rain_Drop4.ai,Cloud14.ai,Iceberg1.ai,Weather/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H23,NA,5,S05PHS1.2,"H - Here is a hamburger.  (Point to prompt.) Which can measure the mass of a hamburger: scale, thermometer, or ruler?",Which can measure the mass of a hamburger?,scale,thermometer,ruler,a,Hamburger2.ai,Scale2.ai,Thermometer4.ai,Ruler.ai,Food/Measurement/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H24,NA,5,S05PHS1.2,"H - Here is a graph. (Point to the graph.) Which is heaviest: cheetah, bobcat, or tiger?",Which is heaviest?,cheetah,bobcat,tiger,c,BarGraph_AnimalWeight.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H31,NA,5,S05PHS1.2,"H - Here is a graph. (Point to graph.) When did Steve pick the most potatoes:  Monday, Tuesday or Wednesday?",When did Steve pick the most potatoes?,Monday,Tuesday,Wednesday,b,BarGraph_Potatoes_lbs_.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H32,NA,5,S05PHS1.2,"H - Here is a graph. (Point to graph.) Which object weighs the most: A, B, or C?",Which object weighs the most?,A,B,C,c,BarGraph_WeightObjects.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H6,NA,5,S05PHS1.2,"H - Here is a graph. (Point to prompt.) Which weighs the most: shampoo, soap, or glass?",Which weighs the most?,shampoo,soap,glass,a,BarGraph_Weight_lbs_1.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H7,NA,5,S05PHS1.2,"H - Here is a graph. (Point to prompt.) Which animal is the heaviest: kitten, puppy, or lizard?",Which animal is the heaviest?,kitten,puppy,lizard,b,BarGraph_Weight_lbs_2.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2H8,NA,5,S05PHS1.2,"H - Here is a graph. (Point to prompt.) Mass is the amount of material in something. Which animal has the smallest mass: kitten, puppy, or lizard?",Mass is the amount of material in something. Which animal has the smallest mass?,kitten,puppy,lizard,c,BarGraph_Mass_kg.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L1,NA,5,S05PHS1.2,"L - Here is a brick on a scale. (Point to prompt.) How many pounds does the brick weigh: eight, ten, or two?",How many pounds does the brick weigh?,18,10,2,c,Scale17.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L10,NA,5,S05PHS1.2,"L - Here is a rock. (Point to prompt.) What is the mass of the rock: 8, 15 or 20 grams?",What is the mass of the rock?,8,15,20,b,Scale20.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L11,NA,5,S05PHS1.2,"L - Here is a bowling ball. (Point to prompt.) How much does the bowling ball weigh: 5 pounds, 10 pounds, or 20 pounds?",How much does the bowling ball weigh?,5 pounds,10 pounds,20 pounds,b,Scale21.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L17,NA,5,S05PHS1.2,"L - This is a bowling ball. (Point to bowling ball in prompt.) How many pounds does the bowling ball weigh: 10,  1, or 500 pounds?",How many pounds does the bowling ball weigh?,10,1,500,a,Scale21.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L18,NA,5,S05PHS1.2,"L - Here are three animals. (Point to answer choices.) Which weighs the least: mouse, elephant, or dog?",Which weighs the least?,mouse,elephant,dog,a,NA,Mouse7.ai,Elephant1.ai,Dog5.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L2,NA,5,S05PHS1.2,"L - Here is a boy on a scale. (Point to prompt.) How many pounds does the boy weigh: 8, 80, or 65?",How many pounds does the boy weigh?,8,80,65,b,Boy_Scale.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L25,NA,5,S05PHS1.2,"L - Here are three rocks. (Point to the rocks.) Which rock weighs the most: A, B, or C?",Which rock weighs the most?,A,B,C,b,Rock3.ai,NA,NA,NA,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L26,NA,5,S05PHS1.2,"L - Here are three boys. (Point to answer choices.) Which boy weighs the most: A, B or C?",Which boy weighs the most?,A,B,C,a,Boys4.ai,NA,NA,NA,People,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L27,NA,5,S05PHS1.2,"L - Here are three objects. (Point to answer choices.) Which weighs the least: pencil, book or computer?",Which weighs the least?,pencil,book,computer,a,NA,Pencil1.ai,Book1.ai,Computer2.ai,Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2L9,NA,5,S05PHS1.2,"L - Here is a cat. (Point to prompt.) How much does the cat weigh: 3, 6 or 10 pounds?",Which cat weighs the least?,3,6,10,a,Scale19.ai,NA,NA,NA,Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M12,NA,5,S05PHS1.2,"M - Here are three objects. (Point to objects.) Which object weighs the most: golf ball, jug of milk, or paper clip?",Which object weighs the most?,tennis ball,jug of milk,paper clip,b,NA,Tennis1.ai,Milk1.ai,Paper_Clip.ai,Sports/Food/Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M13,NA,5,S05PHS1.2,"M - Here are three objects. (Point to objects.) Mass is the amount of material in an object.  Here are three objects. Which object has the most mass: glasses, balloon, or truck?",Mass is the amount of material in an object.  Here are three objects. Which object has the most mass?,glasses,balloon,truck,c,NA,Glasses4.ai,Balloon16.ai,Truck1.ai,Clothing/Misc./Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M14,NA,5,S05PHS1.2,"H - Here is a person and three tools. (Point to prompt.) Which tool would you use to weigh the person: scale, ruler, or pencil?",Which tool would you use to weigh the person?,scale,ruler,pencil,a,NA,Scale2.ai,Ruler1.ai,Pencil1.ai,Measurement/Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M19,NA,5,S05PHS1.2,"M - Here are three animals. (Point to answer choices.) Which weighs the most: elephant, whale, or bird?",Which weighs the most?,elephant,whale,bird,b,NA,Elephant1.ai,Whale2.ai,Bird1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M20,NA,5,S05PHS1.2,"M - This is a basketball. (Point to basketball in prompt.) Which can measure the weight of a basketball: thermometer, ruler, or scale?",Which can measure the weight of a basketball?,thermometer,ruler,scale,c,NA,Thermometer1.ai,Ruler1.ai,Scale2.ai,Weather/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M21,NA,5,S05PHS1.2,"M - Here are three animals. (Point to answer choices.) Which weighs the least: bird, whale, or elephant?",Which weighs the least?,bird,whale,elephant,a,NA,Bird1.ai,Whale2.ai,Elephant1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M28,NA,5,S05PHS1.2,"M - Here are three objects. (Point to answer choices.) Which would measure your body weight: ruler, measuring cup, or digital scale?",Which would measure your body weight?,ruler,measuring cup,digital scale,c,NA,Ruler1.ai,Measuring_Cup5.ai,Scale2.ai,Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M29,NA,5,S05PHS1.2,"M - Here is an empty glass. (Point to glass.) What will the glass weigh if you add milk: more, less, or the same.",What will the glass weigh if you add milk?,more,less,same,a,Milk5.ai,NA,NA,NA,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M3,NA,5,S05PHS1.2,"M - Here are three objects. (Point to prompt.) Which is the heaviest: popcorn, peanut, or, ball?",Which is the heaviest?,popcorn,peanut,ball,c,NA,Pop_Corn.ai,Peanut.ai,Soccer5.ai,Food/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M30,NA,5,S05PHS1.2,"M - Here are three objects. (Point to answer choices.) Which weighs the least: television, pillow or bed?",Which weighs the least?,television,pillow,bed,b,NA,TV2.ai,Pillow3.ai,Bed.ai,Household Objects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M4,NA,5,S05PHS1.2,"M - Here are three objects. (Point to prompt.) Which would float on water: marble, feather, or penny?",Which would float on water?,marble,feather,penny,b,NA,Marble7.ai,Feather.ai,Penny13.ai,Misc./Money,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2M5,NA,5,S05PHS1.2,"M - Here is a rock.  (Point to rock in prompt.) Which tool would measure how heavy the rock is: ruler, thermometer, or scale?",Which tool would measure how heavy the rock is?,ruler,thermometer,scale,c,Rock4.ai,Ruler1.ai,Thermometer4.ai,Scale2.ai,Plants_Outdoors/Measurement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.2MSAMPLE,NA,5,S05PHS1.2,"M - Here are three objects. (Point to prompt.) Which object weighs the least:  soccer ball, balloon, or bike?",Which object weighs the least?,soccer ball,balloon,bike,b,NA,Soccer5.ai,Balloon16.ai,Bicycle1.ai,Sports/Misc./Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3H14,NA,5,S05PHS1.3,"H - Here is water in three different forms. (Point to student materials.) Which shows water in a solid form: steam, liquid, or ice cube?",Which shows water in a solid form?,steam,liquid,ice cube,c,NA,Boiling_Water3.ai,Water4.ai,Ice_Cube1.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,2.11,NA,NA,NA
S05PHS1.3H15,NA,5,S05PHS1.3,"H - Here is a graph. (Point to graph.) Which metal is the softest: copper, iron, or lead?",Which metal is the softest?,copper,iron,lead,c,BarGraph_MetalProperties1.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.3H15_intro.mp3,Science_G5_S05PHS1.3H15_stem.mp3,Science_G5_S05PHS1.3H15_a.mp3,Science_G5_S05PHS1.3H15_b.mp3,Science_G5_S05PHS1.3H15_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.793
S05PHS1.3H16,PHS - OI,5,S05PHS1.3,"H - Here is a graph. (Point to graph.) Which metal is the hardest: copper, iron, or lead?",Which metal is the hardest?,copper,iron,lead,b,BarGraph_MetalProperties2.ai,NA,NA,NA,Graphs_Number Lines_Tables,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.3H16_intro.mp3,Science_G5_S05PHS1.3H16_stem.mp3,Science_G5_S05PHS1.3H16_a.mp3,Science_G5_S05PHS1.3H16_b.mp3,Science_G5_S05PHS1.3H16_c.mp3,FT,OI,OI,OI,NA,0.92,0.92,0.92,0.92
S05PHS1.3H23,NA,5,S05PHS1.3,"H - Here is a graph. (Point to graph.) Which is slowest: cheetah, human, or turtle?",Which is slowest?,cheetah,human,turtle,c,BarGraph_AnimalSpeed.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
S05PHS1.3H24,PHS - OI,5,S05PHS1.3,"H - Here are three objects.  (Point to answer choices.) Which is rectangular: water molecule, animal cell, or plant cell?",Which is a rectangular?,water molecule,animal cell,plant cell,c,NA,H2O2.ai,Cells4.ai,Cells2.ai,Biology,NA,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.3H24_intro.mp3,Science_G5_S05PHS1.3H24_stem.mp3,Science_G5_S05PHS1.3H24_a.mp3,Science_G5_S05PHS1.3H24_b.mp3,Science_G5_S05PHS1.3H24_c.mp3,FT,OI,OI,OI,NA,0.78,0.78,0.78,0.78
S05PHS1.3H30,NA,5,S05PHS1.3,"H - Here are three glasses of water. (Point to answer choices.) Which has the most amount of water: A, B, or C?",Which has the most amount of water?,A,B,C,b,NA,Water19.ai,Water25.ai,Water20.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.39,NA,NA,NA
S05PHS1.3H31,NA,5,S05PHS1.3,"H - Here is a graph of three people's weights. (Point to graph.) Who weighs the most: Tommy, Cindy, or Matt?",Who weighs the most?,Tommy,Cindy,Matt,a,BarGraph_Weights.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.09,NA
S05PHS1.3H32,NA,5,S05PHS1.3,"H - Here is a graph of the length of three pencils. (Point to graph.) Which pencil is longest: A, B, or C?",Which pencil is longest?,A,B,C,b,LineGraph_PencilLength.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3H7,NA,5,S05PHS1.3,"H - Here is a balloon. (Point to picture of balloon.) How will the size of the baloon change when more air is added: get smaller, stay the same, or get bigger?",How will the size of the baloon change when more air is added?,get smaller,stay same,get bigger,c,Balloon16.ai,NA,NA,NA,Misc.,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.48,NA,NA,NA
S05PHS1.3H8,PHS - FT,5,S05PHS1.3,"H - Here is a glass of water. (Point to glass of water.) Volume is the amount of space an object takes up. Which glass has the same volume of water: A, B, or C?",Volume is the amount of space an object takes up. Which glass has the same volume of water?,A,B,C,a,Water19.ai,Water19.ai,Water25.ai,Water26.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,0.73,NA,NA
S05PHS1.3HSAMPLE,NA,5,S05PHS1.3,"H - Here is a graph. (Point to graph.) Which mineral is the hardest: talc, calcite, or diamond?",Which mineral is the hardest?,talc,calcite,diamond,c,BarGraph_MineralHardness.ai,NA,NA,NA,Graphs_Number Lines_Tables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L1,NA,5,S05PHS1.3,"L - Here is a basketball.   (Point to basketball.)  What shape is this basketball: circle, square, or triangle?",What shape is this basketball?,circle,square,triangle,a,Basketball1.ai,NA,NA,NA,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,PT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L10,NA,5,S05PHS1.3,"L - Here is a picture of ice. (Point to the ice cube.) What shape is the ice: circle, triangle, or cube?",What shape is the ice?,circle,triangle,cube,c,Ice_Cube3.ai,Circle32.ai,Triangle144.ai,3D_Box14.ai,Food/Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-1.73,NA,NA,NA
S05PHS1.3L17,NA,5,S05PHS1.3,"L - Here is a diamond. (Point to prompt.) Which is shaped like a diamond: basketball, kite, or book?",Which is shaped like a diamond?,basketball,kite,book,b,Diamond4.ai,Basketball11.ai,Kite1.ai,Book1.ai,Shapes/Sports/Misc./Classroom,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.9,NA,NA,NA
S05PHS1.3L18,NA,5,S05PHS1.3,"L - Here are three animals. (Point to answer choices.) Which is longest: snake, worm, or beetle?",Which is longest?,snake,worm,beetle,a,NA,Snake3.ai,Worm1.ai,Lady_Bug1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.31,NA,NA,NA
S05PHS1.3L19,NA,5,S05PHS1.3,"L - Here are three objects. (Point to answer choices.) Which is shortest: flower, tree, or building?",Which is shortest?,flower,tree,building,a,NA,Flower2.ai,Tree1.ai,Hospital.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L2,NA,5,S05PHS1.3,"L - Here is a box of cereal. (Point to box.) What shape is the front of the box: circle, rectangle, or triangle?",What shape is the front of the box?,circle,rectangle,triangle,b,NA,Circle33.ai,Square35.ai,Triangle148.ai,Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L25,NA,5,S05PHS1.3,"L - Here are three fruits. (Point to answer choices.) Which fruit is round like a circle: orange, banana, or pear?",Which fruit is round like a circle?,orange,banana,pear,a,NA,Orange1.ai,Banana1.ai,Pear1.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.89,NA,NA,NA
S05PHS1.3L26,NA,5,S05PHS1.3,"L - Here are three animals. (Point to answer choices.) Which is a dog: A, B, or C?",Which is a dog?,A,B,C,c,NA,Cat1.ai,Horse1.ai,Dog2.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L3,NA,5,S05PHS1.3,"L - This is a bicycle wheel.  (Point to wheel.) What shape is the wheel: triangle, square, or a circle?",What shape is the wheel?,triangle,square,circle,c,Wheel1.ai,Triangle148.ai,Square42.ai,Circle33.ai,Transportation/Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3L9,NA,5,S05PHS1.3,"L - Here is a kite. (Point to the kite). What shape is the kite: circle, diamond, or square?",What shape is the kite?,circle,diamond,square,b,Kite1.ai,Circle32.ai,Diamond5.ai,Square38.ai,Misc./Shapes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M11,NA,5,S05PHS1.3,"M - Here are three objects. (Point to answer choices.) Mass is the amount of matter in something. Which has the smallest mass: boulder, gravel, or rock?",Mass is the amount of matter in something. Which has the smallest mass?,boulder,gravel,rock,b,NA,Boulder3.ai,Rock1.ai,Rock4.ai,Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M12,NA,5,S05PHS1.3,"M - Here are three items. (Point to answer choices.) Which is the hardest: sock, tissue, or hammer?",Which is the hardest?,sock,tissue,hammer,c,NA,Socks1.ai,Tissue.ai,Hammer1.ai,Clothing/Household Objects/Tools,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M13,NA,5,S05PHS1.3,"M - Here are three objects. (Point to student materials.) Which is softest: brick, feather, or tree branch?",Which is softest?,brick,feather,tree branch,b,NA,Brick1.ai,Feather.ai,Branch1.ai,Misc./Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M20,PHS - OI,5,S05PHS1.3,"M - Here are three objects. (Point to answer choices.) Which object is hardest: pillow, rock or football?",Which object is hardest?,pillow,rock,football,b,NA,Pillow3.ai,Rock5.ai,Football1.ai,Household Objects/Plants_Outdoors/Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,NA,NA,NA,0.59,0.59,NA,NA
S05PHS1.3M21,NA,5,S05PHS1.3,"M - Here are three objects. (Point to answer choices.) Which is round: paper, orange or tent?",Which is round?,paper,orange,tent,b,NA,Paper3.ai,Orange1.ai,Tent3.ai,Classroom/Food/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.49,NA,NA,NA
S05PHS1.3M22,NA,5,S05PHS1.3,"M - Here are three animals. (Point to answer choices.) Which is lightest: cow, rabbit, or horse?",Which is lightest?,cow,rabbit,horse,b,NA,Cow1.ai,Rabbit1.ai,Horse1.ai,Animals,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M27,PHS - OI,5,S05PHS1.3,"M - Here are three objects. (Point to answer choices.) Which is rectangular: ball, book, or banana?",Which is rectangular?,ball,book,banana,b,NA,Ball_Stars1.ai,Book1.ai,Banana1.ai,Misc./Classroom/Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,OI,OI,NA,NA,0.92,0.92,0.92,NA
S05PHS1.3M28,NA,5,S05PHS1.3,"M - Here are three objects. (Point to objects.) Which object is hardest: pillow, feather, or baseball?",Which object is  hardest?,pillow,feather,baseball,c,NA,Pillow3.ai,Feather.ai,Baseball1.ai,Household Objects/Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M29,NA,5,S05PHS1.3,"M - Here are three objects. (Point to objects.) Which object is smallest: apple, watermelon, or bus?",Which object is smallest?,apple,watermelon,school bus,a,NA,Apple1.ai,Watermelon4.ai,School_Bus.ai,Food/Transportation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.3M4,NA,5,S05PHS1.3,"M - Here are three pictures. (Point to student materials.) Which is hardest: a brick, ice cream, or dandelion?",Which is hardest?,brick,ice cream,dandelion,a,NA,Brick1.ai,Ice_Cream1.ai,Dandelion.ai,Misc./Food/Plants_Outdoors,prompt  + graphic,graphic + word,graphic + word,graphic + word,Science_G5_S05PHS1.3M4_intro.mp3,Science_G5_S05PHS1.3M4_stem.mp3,Science_G5_S05PHS1.3M4_a.mp3,Science_G5_S05PHS1.3M4_b.mp3,Science_G5_S05PHS1.3M4_c.mp3,FT,NA,OI,OI,NA,0.13,NA,0.58,0.58
S05PHS1.3M5,NA,5,S05PHS1.3,"M - Here are three pictures. (Point to answer choices.) Which is tallest: cellphone, or building?",Which is tallest?,person,cellphone,building,c,NA,Girl_Smiling10.ai,Phone2.ai,Building2.ai,People/Household Objects/Plants_Outdoors,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA,-0.46,NA,NA,NA
S05PHS1.3M6,NA,5,S05PHS1.3,"M - Here are three objects. (Point to answer choices.) Which is the smallest: marble, baseball, or basketball?",Which is smallest?,marble,baseball,basketball,a,NA,Marble7.ai,Baseball1.ai,Basketball11.ai,Misc./Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S05PHS1.4H15,NA,5,S05PHS1.4,"H - Here is a can of frozen apple juice, and a pitcher of water. (Point to can and water.) Which shows a mixture of frozen juice and water: A, B, or C?",Which shows a mixture of frozen juice and water?,A,B,C,b,Apple_Juice2.ai,Pitcher1.ai,Pitcher2.ai,Apple_Juice1.ai,Food/Household Objects,prompt  + graphic,graphic + letter,graphic + letter,graphic + letter,Science_G5_S05PHS1.4H15_intro.mp3,Science_G5_S05PHS1.4H15_stem.mp3,Science_G5_S05PHS1.4H15_a.mp3,Science_G5_S05PHS1.4H15_b.mp3,Science_G5_S05PHS1.4H15_c.mp3,NA,NA,NA,FT,NA,NA,NA,NA,1.9929
S05PHS1.4H16,NA,5,S05PHS1.4,"H - Here is some ice cream and chocolate syrup. (Point to picture for prompt.) Which shows a mixture of ice cream and chocolate: A, B, or C?",Which shows a mixture of ice cream and chocolate?,A,B,C,c,Ice_Cream_Syrup_Blender.ai,Blender.ai,Blender2.ai,Blender3.ai,Food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FT,NA,NA,NA,NA
